record_status,internal_sku,item_name,item_type,tracking_method,service_lines,category,brand,manufacturer_model,vendor,vendor_sku,stock_uom,purchase_uom,units_per_purchase,current_unit_cost,default_sell_price,default_location,storage_bin,quantity_on_hand,reorder_point,target_stock_level,ownership,consumption_behavior,serial_tracking,active,notes
NEEDS_VERIFICATION,PRGB-TRACK-STRAIGHT,Permanent RGB straight track,material,length,permanent_rgb,track,,,,,ft,case,,,,,,,,sold_to_customer,consume,no,yes,Confirm profile color material and case footage
NEEDS_VERIFICATION,PRGB-TRACK-CORNER,Permanent RGB corner track,material,length,permanent_rgb,track,,,,,ft,case,,,,,,,,sold_to_customer,consume,no,yes,Confirm inside outside and universal corner variants
NEEDS_VERIFICATION,PRGB-LIGHT-MODULE,Permanent RGB light module,material,quantity,permanent_rgb,lighting_module,,,,,each,case,,,,,,,,sold_to_customer,consume,no,yes,Split by generation spacing voltage or color when applicable
NEEDS_VERIFICATION,PRGB-CONTROLLER,Permanent RGB controller,material,quantity,permanent_rgb,controller,,,,,each,each,,,,,,,,sold_to_customer,consume,yes,yes,Confirm whether controller serial numbers are recorded
NEEDS_VERIFICATION,PRGB-POWER-SUPPLY,Permanent RGB power supply,material,quantity,permanent_rgb,power,,,,,each,each,,,,,,,,sold_to_customer,consume,yes,yes,Split by wattage and voltage
NEEDS_VERIFICATION,PRGB-POWER-INJECT,Permanent RGB power-injection component,material,quantity,permanent_rgb,power,,,,,each,pack,,,,,,,,sold_to_customer,consume,no,yes,Confirm exact component and pack quantity
NEEDS_VERIFICATION,PRGB-STARTER-LEAD,Permanent RGB starter lead,material,quantity,permanent_rgb,wiring,,,,,each,pack,,,,,,,,sold_to_customer,consume,no,yes,
NEEDS_VERIFICATION,PRGB-EXTENSION,Permanent RGB extension cable,material,length,permanent_rgb,wiring,,,,,ft,spool,,,,,,,,sold_to_customer,consume,no,yes,Create separate rows by gauge or connector type
NEEDS_VERIFICATION,PRGB-SPLICE,Permanent RGB splice connector,material,quantity,permanent_rgb,connector,,,,,each,pack,,,,,,,,sold_to_customer,consume,no,yes,
NEEDS_VERIFICATION,PRGB-END-CAP,Permanent RGB end cap,material,quantity,permanent_rgb,connector,,,,,each,pack,,,,,,,,sold_to_customer,consume,no,yes,
NEEDS_VERIFICATION,LND-FIX-UPLIGHT,Landscape uplight fixture,material,quantity,landscape,fixture,,,,,each,case,,,,,,,,sold_to_customer,consume,no,yes,Create one row per actual fixture model and finish
NEEDS_VERIFICATION,LND-FIX-PATH,Landscape path-light fixture,material,quantity,landscape,fixture,,,,,each,case,,,,,,,,sold_to_customer,consume,no,yes,Create one row per actual fixture model and finish
NEEDS_VERIFICATION,LND-FIX-DOWNLIGHT,Landscape downlight fixture,material,quantity,landscape,fixture,,,,,each,case,,,,,,,,sold_to_customer,consume,no,yes,
NEEDS_VERIFICATION,LND-FIX-WELL,Landscape well light,material,quantity,landscape,fixture,,,,,each,case,,,,,,,,sold_to_customer,consume,no,yes,
NEEDS_VERIFICATION,LND-FIX-INGRADE,Landscape in-grade fixture,material,quantity,landscape,fixture,,,,,each,case,,,,,,,,sold_to_customer,consume,no,yes,
NEEDS_VERIFICATION,LND-LAMP-MODULE,Landscape lamp or LED module,material,quantity,landscape,lamp_module,,,,,each,case,,,,,,,,sold_to_customer,consume,no,yes,Split by wattage beam spread and color temperature
NEEDS_VERIFICATION,LND-TRANSFORMER-150,Landscape transformer 150 W,material,quantity,landscape,transformer,,,,,each,each,,,,,,,,sold_to_customer,consume,yes,yes,Confirm actual stocked capacities
NEEDS_VERIFICATION,LND-TRANSFORMER-300,Landscape transformer 300 W,material,quantity,landscape,transformer,,,,,each,each,,,,,,,,sold_to_customer,consume,yes,yes,Confirm actual stocked capacities
NEEDS_VERIFICATION,LND-WIRE-08-2,Low-voltage landscape wire 8/2,material,length,landscape,wire,,,,,ft,spool,,,,,,,,sold_to_customer,consume,no,yes,Record spool footage as units per purchase
NEEDS_VERIFICATION,LND-WIRE-10-2,Low-voltage landscape wire 10/2,material,length,landscape,wire,,,,,ft,spool,,,,,,,,sold_to_customer,consume,no,yes,Record spool footage as units per purchase
NEEDS_VERIFICATION,LND-WIRE-12-2,Low-voltage landscape wire 12/2,material,length,landscape,wire,,,,,ft,spool,,,,,,,,sold_to_customer,consume,no,yes,Record spool footage as units per purchase
NEEDS_VERIFICATION,LND-WIRE-14-2,Low-voltage landscape wire 14/2,material,length,landscape,wire,,,,,ft,spool,,,,,,,,sold_to_customer,consume,no,yes,Record spool footage as units per purchase
NEEDS_VERIFICATION,LND-CONNECTOR,Landscape wire connector,material,quantity,landscape,connector,,,,,each,pack,,,,,,,,sold_to_customer,consume,no,yes,Split by connector model
NEEDS_VERIFICATION,LND-HUB,Landscape wiring hub,material,quantity,landscape,connector,,,,,each,pack,,,,,,,,sold_to_customer,consume,no,yes,
NEEDS_VERIFICATION,LND-STAKE,Landscape fixture stake,material,quantity,landscape,mounting,,,,,each,case,,,,,,,,sold_to_customer,consume,no,yes,Split by fixture or stake size
NEEDS_VERIFICATION,XMAS-C9-SOCKET,C9 socket line,material,length,christmas,roofline_lighting,,,,,ft,spool,,,,,,,,company_owned,checkout_return,no,yes,Confirm whether line is cut and dedicated to a property
NEEDS_VERIFICATION,XMAS-C9-BULB,C9 bulb,material,quantity,christmas,bulb,,,,,each,case,,,,,,,,company_owned,checkout_return,no,yes,Create rows by color and style
NEEDS_VERIFICATION,XMAS-ROOFLINE-CLIP,C9 roofline clip,consumable,quantity,christmas,clip,,,,,each,case,,,,,,,,company_owned,checkout_return,no,yes,Confirm whether clips are reused or expensed each season
NEEDS_VERIFICATION,XMAS-MINI-STRAND,Mini-light strand,reusable_asset,quantity,christmas,mini_lights,,,,,strand,case,,,,,,,,company_owned,checkout_return,no,yes,Create rows by color strand length and lamp count
NEEDS_VERIFICATION,XMAS-WREATH,Christmas wreath,reusable_asset,quantity,christmas,decor,,,,,each,each,,,,,,,,company_owned,checkout_return,yes,yes,Record size lighting type and asset tag policy
